"incident_num","date_time","day_of_week","address_number_primary","address_dir_primary","address_road_primary","address_sfx_primary","address_dir_intersecting","address_road_intersecting","address_sfx_intersecting","call_type","disposition","beat","priority"
"E23010021990","2023-01-16 16:35:32","2","2800","","OCEAN VIEW","BLV","","","","T","K","512","2"
"E23010021991","2023-01-16 16:36:07","2","3500","","SPORTS ARENA","BLV","","","","602","A","611","2"
"E23010021992","2023-01-16 16:36:38","2","0","","MIDWAY","DR","","ROSECRANS","","20002R","K","611","2"
"E23010021993","2023-01-16 16:36:41","2","100","","16TH","ST","","","","1140OD","K","521","0"
"E23010021994","2023-01-16 16:39:00","2","800","","DIAMOND","ST","","","","MPSSTP","O","122","2"
"E23010021995","2023-01-16 16:40:07","2","500","W","SAN YSIDRO","BLV","","","","245","A","712","1"
"E23010021996","2023-01-16 16:40:40","2","4300","","THORN","ST","","","","459A","K","836","2"
"E23010021997","2023-01-16 16:42:41","2","3700","","MISSION","BLV","","","","CC","K","121","2"
"E23010021998","2023-01-16 16:42:52","2","4100","","ESTRELLA","AVE","","","","586","K","826","2"
"E23010021999","2023-01-16 16:42:56","2","1700","","CHALMERS","ST","","","","10852","K","628","0"
"E23010022000","2023-01-16 16:44:50","2","17200","","TABLERO","PL","","","","CW","K","234","1"
"E23010022001","2023-01-16 16:46:49","2","4400","","MISSION","BLV","","","","T","O","122","2"
"E23010022002","2023-01-16 16:47:48","2","0","","NATIONAL","AVE","","COMMERCIAL","","1140OD","U","521","0"
"E23010022003","2023-01-16 16:48:16","2","6100","","EL CAJON","BLV","","","","20002R","K","821","3"
"E23010022004","2023-01-16 16:48:30","2","4500","","34TH","ST","","","","459R","R","811","3"
"E23010022005","2023-01-16 16:50:26","2","1900","","VESTA","ST","","","","T","A","511","2"
"E23010022006","2023-01-16 16:50:56","2","600","E","SAN YSIDRO","BLV","","","","FOUND","K","712","4"
"E23010022007","2023-01-16 16:50:58","2","14300","","PENASQUITOS","DR","","","","AU2","W","233","2"
"E23010022008","2023-01-16 16:51:09","2","0","","STALMER","ST","","LINDA VISTA","","PLATE","R","111","2"
"E23010022010","2023-01-16 16:52:30","2","0","","BALBOA","AVE","","INTERSTATE 805 NB","","CW","K","111","1"
"E23010022011","2023-01-16 16:53:15","2","4300","","UNIVERSITY","AVE","","","","415","K","831","2"
"E23010022012","2023-01-16 16:53:38","2","3600","","PARK","BLV","","","","AU2","W","813","2"
"E23010022013","2023-01-16 16:55:59","2","6000","","MISSION GORGE","RD","","","","415","K","321","2"
"E23010022014","2023-01-16 16:56:41","2","0","","INGRAHAM","ST","","LA PLAYA","","AU1","W","122","1"
"E23010022015","2023-01-16 16:57:08","2","0","","SEA WORLD","DR","","SEA WORLD","","AU1171","W","123","1"
"E23010022016","2023-01-16 16:57:45","2","100","S","20TH","ST","","","","SELENF","K","512","3"
"E23010022018","2023-01-16 16:59:03","2","6400","","REFLECTION","DR","","","","459R","R","321","3"
"E23010022019","2023-01-16 16:59:18","2","1800","","SUNSET CLIFFS","BLV","","","","415","K","614","2"
"E23010022020","2023-01-16 16:59:29","2","10100","","CAMINO RUIZ","","","","","911","CAN","242","1"
"E23010022021","2023-01-16 17:00:26","2","0","SB","805","","","PALM","","AU1171","W","441","1"
"E23010022022","2023-01-16 17:00:48","2","3900","","ILLINOIS","ST","","","","FD","K","813","2"
"E23010022023","2023-01-16 17:03:03","2","6400","","UNIVERSITY","AVE","","","","415","K","841","2"
"E23010022024","2023-01-16 17:06:19","2","2000","","ZOO","PL","","","","CW","K","531","1"
"E23010022025","2023-01-16 17:07:05","2","5000","","CLAIREMONT MESA","BLV","","","","415PP","CAN","114","2"
"E23010022026","2023-01-16 17:08:15","2","900","","FIESTA ISLAND","RD","","","","SELENF","K","123","3"
"E23010022027","2023-01-16 17:09:00","2","1000","","STATE","ST","","","","1149","O","524","2"
"E23010022028","2023-01-16 17:09:04","2","9900","","MIRA MESA","BLV","","","","415V","R","241","1"
"E23010022029","2023-01-16 17:09:56","2","11200","","CAMINO RUIZ","","","","","451","A","242","1"
"E23010022030","2023-01-16 17:10:07","2","1200","","GARNET","AVE","","","","T","O","122","2"
"E23010022032","2023-01-16 17:10:57","2","3000","","FELTON","ST","","","","1153","K","813","2"
"E23010022033","2023-01-16 17:11:17","2","500","","DIVISION","ST","","","","1149","K","-1","2"
"E23010022034","2023-01-16 17:12:11","2","0","","CORONADO BRIDGE","","","I-5","","AU1","W","511","1"
"E23010022035","2023-01-16 17:12:57","2","4300","","MIDDLESEX","DR","","","","911","K","825","1"
"E23010022036","2023-01-16 17:15:04","2","4900","","COCONINO","WAY","","","","415V","O","114","1"
"E23010022037","2023-01-16 17:15:48","2","10900","","DERRYDOWN","WAY","","","","SELENF","O","934","3"
"E23010022038","2023-01-16 17:15:52","2","0","","MIRA MESA","BLV","","CAMINO RUIZ","","20002","R","242","1"
"E23010022039","2023-01-16 17:16:42","2","0","","CARMEL COUNTRY","RD","","CLOVERHURST","","T","K","934","2"
"E23010022040","2023-01-16 17:16:43","2","2000","","DIAMOND","ST","","","","CW","K","122","1"
"E23010022041","2023-01-16 17:17:06","2","0","","03RD","AVE","","J","","AU2","W","522","2"
"E23010022042","2023-01-16 17:18:15","2","2200","","BROADWAY","","","","","HZRD","K","517","1"
"E23010022043","2023-01-16 17:19:57","2","10700","","CAMINO RUIZ","BLV","","","","242","O","242","1"
"E23010022044","2023-01-16 17:22:47","2","700","","04TH","AVE","","","","1130","K","525","1"
"E23010022045","2023-01-16 17:23:30","2","3000","","BARNETT","AVE","","","","HZRD","K","612","1"
"E23010022046","2023-01-16 17:24:00","2","7800","","PARADISE VALLEY","RD","","","","1146","K","437","0"
"E23010022047","2023-01-16 17:24:22","2","0","","LA JOLLA VILLAGE","DR","","GENESEE","","CW","K","115","1"
"E23010022048","2023-01-16 17:25:12","2","4500","","LANDIS","ST","","","","1016","A","833","2"
"E23010022049","2023-01-16 17:26:23","2","0","","TORREY PINES","RD","","POTTERY PARK DRWY","","HZRD","DUP","124","1"
"E23010022050","2023-01-16 17:26:53","2","0","","TORREY PINES","RD","","LA JOLLA","","HZRD","K","124","1"
"E23010022051","2023-01-16 17:28:22","2","0","","BLUE CORAL COVE","","","GOLDEN SKY","","HZRD","K","725","1"
"E23010022052","2023-01-16 17:28:41","2","300","","30TH","ST","","","","T","O","515","2"
"E23010022053","2023-01-16 17:29:35","2","2100","","PAN AMERICAN","PL","","","","T","O","531","2"
"E23010022054","2023-01-16 17:30:04","2","3700","","INDIA","ST","","","","AU1","K","628","1"
"E23010022055","2023-01-16 17:31:22","2","0","","GARNET","AVE","","EVERTS","","T","K","122","2"
"E23010022056","2023-01-16 17:31:33","2","0","","ULRIC","ST","","FRIARS","","1188","K","623","2"
"E23010022057","2023-01-16 17:31:34","2","3400","","NATIONAL","AVE","","","","T","K","441","2"
"E23010022058","2023-01-16 17:31:51","2","3300","","NATIONAL","AVE","","","","11-6","W","512","1"
"E23010022059","2023-01-16 17:32:58","2","11800","","AVENUE OF INDUSTRY","","","","","242","K","232","1"
"E23010022060","2023-01-16 17:34:01","2","400","","EUCLID","AVE","","","","911P","CAN","446","2"
"E23010022061","2023-01-16 17:34:54","2","4300","","44TH","ST","","","","415","K","824","2"
"E23010022062","2023-01-16 17:36:02","2","0","","SMYTHE","AVE","","BEYER","","1183","K","712","0"
"E23010022063","2023-01-16 17:40:30","2","0","","MISSION BAY","DR","","DAMON","","HZRD","K","122","1"
"E23010022064","2023-01-16 17:41:52","2","2000","","PARK","BLV","","","","1185","R","531","3"
"E23010022065","2023-01-16 17:42:33","2","500","W","SAN YSIDRO","BLV","","","","415V","CAN","712","1"
"E23010022066","2023-01-16 17:43:16","2","4000","","IBIS","ST","","","","23110","K","626","1"
"E23010022067","2023-01-16 17:43:43","2","4300","","THORN","ST","","","","459A","K","836","2"
"E23010022068","2023-01-16 17:44:15","2","0","","OLD MILKY","WAY","","SAN PASQUAL","","RESCUE","K","235","0"
"E23010022069","2023-01-16 17:45:17","2","4400","","MOUNT HERBERT","AVE","","","","459A","U","112","2"
"E23010022070","2023-01-16 17:45:28","2","3900","","GOLDFINCH","ST","","","","20002R","R","628","3"
"E23010022071","2023-01-16 17:45:56","2","4400","","FIGUEROA","BLV","","","","HZRD","K","122","1"
"E23010022072","2023-01-16 17:46:28","2","500","W","SAN YSIDRO","BLV","","","","417","R","712","0"
"E23010022073","2023-01-16 17:47:07","2","600","","47TH","ST","","","","T","K","445","2"
"E23010022074","2023-01-16 17:48:04","2","0","","HOLLISTER","ST","","LOURET","","RESCUE","K","724","0"
"E23010022075","2023-01-16 17:48:52","2","300","","17TH","ST","","","","MJ","K","521","1"
"E23010022076","2023-01-16 17:49:29","2","6200","","LAKE ARIANA","AVE","","","","415PP","A","324","2"
"E23010022077","2023-01-16 17:49:46","2","0","","MISSION GORGE","RD","","FAIRMOUNT","","AU1","W","321","1"
"E23010022078","2023-01-16 17:49:56","2","3200","","COMMERCIAL","ST","","","","NONU","K","512","1"
"E23010022079","2023-01-16 17:50:53","2","2600","","FAIRMOUNT","AVE","","","","586","K","835","2"
"E23010022080","2023-01-16 17:51:58","2","0","","IMPERIAL","AVE","","NATIONAL","","1140OD","K","541","0"
"E23010022081","2023-01-16 17:52:37","2","0","","ISLAND","AVE","","19TH","","415","K","514","2"
"E23010022082","2023-01-16 17:52:42","2","4300","","LANDIS","ST","","","","1186","O","834","3"
"E23010022083","2023-01-16 17:55:35","2","2800","","MAIN","ST","","","","415V","K","511","1"
"E23010022084","2023-01-16 17:56:02","2","4100","","ETA","ST","","","","10851R","S","443","2"
"E23010022085","2023-01-16 17:56:31","2","4600","","ZION","AVE","","","","AU1","W","322","1"
"E23010022086","2023-01-16 17:57:51","2","3200","","SPORTS ARENA","BLV","","","","415","K","611","2"
"E23010022087","2023-01-16 17:58:37","2","0","","ZINNIA HILLS PL","","","CARMEL VALLEY","","HZRD","K","934","1"
"E23010022088","2023-01-16 17:58:42","2","2200","","MURRAY RIDGE","RD","","","","OVO","K","311","4"
"E23010022089","2023-01-16 17:59:10","2","1800","","SMYTHE","AVE","","","","602","K","712","2"
"E23010022090","2023-01-16 17:59:56","2","0","W","CEDAR","ST","","CALIFORNIA","","1087","K","527","2"
"E23010022091","2023-01-16 18:00:03","2","10100","","MESA RIM","RD","","","","1160","K","931","2"
"E23010022092","2023-01-16 18:00:19","2","11300","","CASCADA","WAY","","","","CW","K","312","1"
"E23010022095","2023-01-16 18:10:45","2","2200","","PLUM","ST","","","","1131A","K","612","1"
"E23010022096","2023-01-16 18:10:58","2","3700","","VAN DYKE","AVE","","","","SLEEPER","K","834","3"
"E23010022097","2023-01-16 18:13:36","2","4000","","BEYER","BLV","","","","415","K","712","2"
"E23010022098","2023-01-16 18:15:34","2","3500","","INDIA","ST","","","","AU2","K","628","2"
"E23010022099","2023-01-16 18:17:11","2","1400","","COLUMBIA","ST","","","","415","K","528","2"
"E23010022100","2023-01-16 18:18:13","2","9400","","FRIARS","RD","","","","AU2","CAN","316","2"
"E23010022101","2023-01-16 18:18:55","2","0","","COLLEGE","AVE","","I-8","","HZRD","K","327","1"
"E23010022102","2023-01-16 18:20:23","2","4300","","VANDEVER","AVE","","","","INFO","W","321","2"
"E23010022103","2023-01-16 18:20:32","2","4900","","CATOCTIN","DR","","","","PLATE","R","327","2"
"E23010022104","2023-01-16 18:21:28","2","9200","","AERO","DR","","","","MTG","K","311","4"
"E23010022105","2023-01-16 18:23:10","2","0","","GATEWAY CENTER","WAY","","GATEWAY CENTER","","HZRD","K","444","1"
"E23010022106","2023-01-16 18:23:28","2","2200","","IMPERIAL","AVE","","","","415","K","514","2"
"E23010022107","2023-01-16 18:24:01","2","4000","","TOWNSGATE","DR","","","","MPSSTP","K","934","2"
"E23010022108","2023-01-16 18:24:21","2","0","","27TH","ST","","COMMERCIAL","","1151","A","512","2"
"E23010022109","2023-01-16 18:24:43","2","0","","GRAND","AVE","","MISSION BAY","","459A","K","122","2"
"E23010022110","2023-01-16 18:26:11","2","4300","","44TH","ST","","","","530","R","824","9"
"E23010022111","2023-01-16 18:28:37","2","1400","","KOSTNER","DR","","","","5150","A","723","2"
"E23010022112","2023-01-16 18:29:04","2","7900","","MISSION CENTER","CT","","","","AU23152","W","315","2"
"E23010022113","2023-01-16 18:31:25","2","1800","","ELM","AVE","","","","415N","K","721","3"
"E23010022114","2023-01-16 18:32:29","2","1200","","03RD","AVE","","","","SELENF","K","524","3"
"E23010022115","2023-01-16 18:34:33","2","0","","AUTO","CIR","","CAMINO DEL RIO SOUTH","","1183","K","315","0"
"E23010022117","2023-01-16 18:36:25","2","4000","","BEYER","BLV","","","","1151","A","712","2"
"E23010022118","2023-01-16 18:36:57","2","3900","","CAMINO DE LA PLAZA","","","","","488","CAN","712","2"
"E23010022119","2023-01-16 18:41:48","2","0","","MORENA","BLV","","TECOLOTE","","AU1","K","622","1"
"E23010022120","2023-01-16 18:42:30","2","8600","","VILLA LA JOLLA","DR","","","","AU2","W","124","2"
"E23010022122","2023-01-16 18:45:36","2","0","","FRIARS","RD","","SANTO","","CW","K","321","1"
"E23010022123","2023-01-16 18:45:43","2","7900","","FROST","ST","","","","911","CAN","314","1"
"E23010022124","2023-01-16 18:46:39","2","8300","","MIRA MESA","BLV","","","","415","K","242","2"
"E23010022125","2023-01-16 18:48:26","2","0","","BRIARWOOD","RD","","PARADISE VALLEY","","HZRD","W","437","1"
"E23010022128","2023-01-16 18:53:43","2","4400","","IDAHO","ST","","","","415V","CAN","813","1"
"E23010022130","2023-01-16 18:57:48","2","0","","KANSAS","ST","","UNIVERSITY","","415V","O","813","1"
"E23010022131","2023-01-16 18:58:27","2","0","","43RD","ST","","LANDIS","","T","O","834","2"
"E23010022132","2023-01-16 18:58:32","2","4300","","THORN","ST","","","","459A","K","836","2"
"E23010022133","2023-01-16 19:00:30","2","3600","","EUCLID","AVE","","","","415","K","828","2"
"E23010022135","2023-01-16 19:02:22","2","3400","","BEAR VALLEY","PKY","","","","1188","K","-1","2"
"E23010022136","2023-01-16 19:02:51","2","1600","","YOST","DR","","","","911","K","122","1"
"E23010022137","2023-01-16 19:03:34","2","7700","","HAZARD CENTER","DR","","","","415","CAN","315","2"
"E23010022138","2023-01-16 19:04:42","2","4400","","EASTGATE","MAL","","","","1151","CAN","115","2"
"E23010022139","2023-01-16 19:05:14","2","0","","EASTGATE MALL","","","AUTOPORT MALL","","1151","CAN","931","2"
"E23010022140","2023-01-16 19:05:49","2","1900","","PRESIDENTS","WAY","","","","23103","O","531","2"
"E23010022141","2023-01-16 19:06:17","2","1200","","IMPERIAL","AVE","","","","911P","K","541","2"
"E23010022142","2023-01-16 19:06:38","2","8400","","EASTGATE","CT","","","","1016","A","931","2"
"E23010022143","2023-01-16 19:07:15","2","4200","","EASTGATE","MAL","","","","FD","K","115","2"
"E23010022144","2023-01-16 19:07:23","2","0","","PALM (SB)","AVE","","PICADOR","","AU23103","W","723","2"
"E23010022145","2023-01-16 19:09:35","2","4300","","MC CLINTOCK","ST","","","","10852R","R","811","9"
"E23010022146","2023-01-16 19:10:15","2","2800","","UNIVERSITY","AVE","","","","1185","O","813","3"
"E23010022147","2023-01-16 19:11:36","2","400","","E","ST","","","","459A","K","523","3"
"E23010022148","2023-01-16 19:13:31","2","7600","","HAZARD CENTER","DR","","","","1016","A","315","2"
"E23010022149","2023-01-16 19:13:44","2","2300","","PENROSE","ST","","","","459C","O","116","2"
"E23010022150","2023-01-16 19:13:49","2","34800","","BOB WILSON","DR","","","","MP","R","531","2"
"E23010022151","2023-01-16 19:15:20","2","0","","WARING","RD","","I-8","","AU23152","W","326","2"
"E23010022154","2023-01-16 19:17:42","2","8700","","NAVAJO","RD","","","","211A","K","324","1"
"E23010022155","2023-01-16 19:17:53","2","7000","","HILTON","PL","","","","HZRD","K","111","1"
"E23010022156","2023-01-16 19:18:33","2","3500","","MIDWAY","DR","","","","T","O","611","2"
"E23010022157","2023-01-16 19:21:41","2","5800","","MONTEZUMA","RD","","","","602","K","326","2"
"E23010022158","2023-01-16 19:22:07","2","0","","MIRAMAR","RD","","LA JOLLA VILLAGE","","HZRD","K","115","1"
"E23010022159","2023-01-16 19:22:24","2","0","","CENTRE","ST","","PARK","","10852","K","624","1"
"E23010022160","2023-01-16 19:24:22","2","0","","03RD","AVE","","HAWTHORN","","AU2","K","529","2"
"E23010022161","2023-01-16 19:24:36","2","1800","","04TH","AVE","","","","415N","DUP","529","3"
"E23010022162","2023-01-16 19:25:51","2","0","S","30TH","ST","","NATIONAL","","T","K","512","2"
"E23010022163","2023-01-16 19:27:02","2","500","S","45TH","ST","","","","602","K","441","2"
"E23010022164","2023-01-16 19:27:29","2","900","","WEST MISSION BAY","DR","","","","AU1171","W","121","1"
"E23010022165","2023-01-16 19:29:16","2","9100","","JUDICIAL","DR","","","","602","K","115","2"
"E23010022166","2023-01-16 19:31:39","2","9900","","MESA RIM","RD","","","","459A","CAN","931","3"
"E23010022167","2023-01-16 19:31:59","2","5200","","ANNA","AVE","","","","INFO","W","622","2"
"E23010022168","2023-01-16 19:32:02","2","800","","ORMOND","CT","","","","537","O","121","2"
"E23010022169","2023-01-16 19:32:54","2","8100","","CLAIREMONT MESA","BLV","","","","415V","K","313","1"
"E23010022170","2023-01-16 19:33:21","2","1800","","EUCLID","AVE","","","","HZRD","K","451","1"
"E23010022172","2023-01-16 19:36:51","2","4000","","UNIVERSITY","AVE","","","","NONU","K","832","1"
"E23010022173","2023-01-16 19:38:21","2","0","","122Z2","","","","","1021","K","122","3"
"E23010022174","2023-01-16 19:40:28","2","1200","","IMPERIAL","AVE","","","","1146","K","541","0"
"E23010022175","2023-01-16 19:40:53","2","3800","","T","ST","","","","10851R","R","441","2"
"E23010022177","2023-01-16 19:42:28","2","500","","14TH","ST","","","","530","K","521","9"
"E23010022178","2023-01-16 19:42:39","2","200","S","47TH","ST","","","","INFO","W","446","2"
"E23010022179","2023-01-16 19:44:49","2","0","","05TH","AVE","","C","","10851","A","524","1"
"E23010022180","2023-01-16 19:45:32","2","6900","","IMPERIAL","AVE","","","","FU","O","436","2"
"E23010022181","2023-01-16 19:47:07","2","0","","HOME","AVE","","GATEWAY","","1021","K","837","3"
"E23010022182","2023-01-16 19:48:49","2","11100","","VISTA SORRENTO","PKY","","","","1188","K","934","2"
"E23010022184","2023-01-16 19:50:40","2","0","","MAPLEVIEW","ST","","MAINE","","1087","K","-1","2"
"E23010022185","2023-01-16 19:52:11","2","100","S","20TH","ST","","","","SELENF","K","512","3"
"E23010022186","2023-01-16 19:55:18","2","3900","","CALLE FORTUNADA","","","","","911","K","313","1"
"E23010022187","2023-01-16 19:55:20","2","6400","","UNIVERSITY","AVE","","","","488R","R","841","9"
"E23010022188","2023-01-16 19:56:03","2","200","","MARKETPLACE","AVE","","","","242","K","441","1"
"E23010022190","2023-01-16 19:58:11","2","5200","","REX","AVE","","","","459","K","827","1"
"E23010022191","2023-01-16 19:58:54","2","1800","","04TH","AVE","","","","647F","K","529","2"
"E23010022192","2023-01-16 19:58:54","2","600","","07TH","AVE","","","","CW","K","521","1"
"E23010022193","2023-01-16 19:58:55","2","0","","RUE D'ORLEANS","","","WEST POINT LOMA","","HZRD","K","613","1"
"E23010022194","2023-01-16 19:59:56","2","0","S","28TH","ST","","HARBOR","","HZRD","K","511","1"
"E23010022195","2023-01-16 20:01:25","2","0","EB","8","","","WARING","","T","CAN","326","2"
"E23010022196","2023-01-16 20:01:35","2","0","EB","8","","","WARING","","T","O","326","2"
"E23010022197","2023-01-16 20:02:59","2","0","","FAIRMOUNT","AVE","","DWIGHT","","1016","K","833","2"
"E23010022199","2023-01-16 20:06:09","2","4700","","PACIFIC","HWY","","","","10851R","R","625","2"
"E23010022200","2023-01-16 20:08:04","2","10700","","CAMINO RUIZ","","","","","459A","K","242","3"
"E23010022201","2023-01-16 20:09:48","2","2600","","MORENA","BLV","","","","911","CAN","116","1"
"E23010022202","2023-01-16 20:11:10","2","5300","","OVERLAND","AVE","","","","INFO","W","313","2"
"E23010022203","2023-01-16 20:11:27","2","0","W","BEECH","ST","","","","CW","K","528","1"
"E23010022204","2023-01-16 20:11:58","2","600","","05TH","AVE","","","","415","K","523","2"
"E23010022205","2023-01-16 20:18:57","2","4200","","OREGON","ST","","","","602","K","813","2"
"E23010022206","2023-01-16 20:21:10","2","5500","","BALBOA","AVE","","","","415","K","111","2"
"E23010022207","2023-01-16 20:23:27","2","0","","SPECTRUM CENTER","BLV","","SUNROAD CENTRUM LN","","586","K","313","4"
"E23010022208","2023-01-16 20:23:31","2","0","","14TH","ST","","","","415","K","521","2"
"E23010022209","2023-01-16 20:23:50","2","4900","","CASS","ST","","","","594R","K","122","3"
"E23010022210","2023-01-16 20:25:13","2","4500","","LA JOLLA VILLAGE","DR","","","","459A","W","115","3"
"E23010022211","2023-01-16 20:25:36","2","0","","PALM (SB)","AVE","","HOLLISTER","","RESCUE","K","724","0"
"E23010022212","2023-01-16 20:25:57","2","6500","","VARNEY","DR","","","","11-6","K","439","1"
"E23010022213","2023-01-16 20:26:11","2","500","W","ASH","ST","","","","T","K","528","2"
"E23010022214","2023-01-16 20:26:16","2","4000","","43RD","ST","","","","CW","K","832","1"
"E23010022215","2023-01-16 20:27:52","2","4000","","UNIVERSITY","AVE","","","","1140OD","K","834","0"
"E23010022216","2023-01-16 20:28:23","2","5900","","CARMEL VALLEY","RD","","","","T","K","935","2"
"E23010022217","2023-01-16 20:31:21","2","6700","","ALVARADO","RD","","","","586","O","327","4"
"E23010022219","2023-01-16 20:37:57","2","4100","","PARK","BLV","","","","415","K","624","2"
"E23010022220","2023-01-16 20:38:34","2","7000","","AMHERST","ST","","","","586","K","821","4"
"E23010022221","2023-01-16 20:40:10","2","3100","","MIDWAY","DR","","","","NARC","K","611","2"
"E23010022222","2023-01-16 20:41:44","2","3000","","PLAZA BONITA","RD","","","","BOL","W","-1","1"
"E23010022223","2023-01-16 20:42:58","2","1600","","PALM (SB)","AVE","","","","HZRD","K","721","1"
"E23010022225","2023-01-16 20:43:40","2","300","","11TH","AVE","","","","415","CAN","521","2"
"E23010022226","2023-01-16 20:43:52","2","1400","","BROADWAY","","","","","MP","O","521","2"
"E23010022227","2023-01-16 20:46:20","2","3900","","CONVOY","ST","","","","911","K","313","1"
"E23010022228","2023-01-16 20:46:27","2","4700","","SANTA CRUZ","AVE","","","","AU2","W","614","2"
"E23010022229","2023-01-16 20:46:59","2","2100","","CAMINO DEL ESTE","","","","","HZRD","R","315","1"
"E23010022230","2023-01-16 20:47:44","2","3400","","ROSA LINDA","ST","","","","1146","R","723","0"
"E23010022231","2023-01-16 20:48:59","2","4500","","HAMILTON","ST","","","","415N","K","813","3"
"E23010022232","2023-01-16 20:49:46","2","3700","","VAN DYKE","AVE","","","","586","O","834","4"
"E23010022234","2023-01-16 20:50:30","2","4800","","NEWPORT","AVE","","","","415N","K","614","3"
"E23010022236","2023-01-16 20:52:29","2","5800","","RANCHO MISSION","RD","","","","1016","A","316","2"
"E23010022237","2023-01-16 20:55:38","2","3100","","MIDWAY","DR","","","","5150","CAN","611","2"
"E23010022238","2023-01-16 21:00:30","2","8600","","RIO SAN DIEGO","DR","","","","459A","U","315","2"
"E23010022239","2023-01-16 21:00:33","2","4900","","CAMPANILE","DR","","","","1153","U","326","2"
"E23010022240","2023-01-16 21:01:34","2","3700","","VAN DYKE","AVE","","","","415V","K","834","1"
"E23010022241","2023-01-16 21:01:36","2","1500","","IMPERIAL","AVE","","","","5150","W","521","2"
"E23010022242","2023-01-16 21:02:34","2","1500","","MARKET","ST","","","","1140OD","K","521","0"
"E23010022243","2023-01-16 21:04:39","2","2700","","EAST BEYER","BLV","","","","PLATE","K","712","2"
"E23010022244","2023-01-16 21:06:22","2","3700","","46TH","ST","","","","PARTY","K","833","3"
"E23010022245","2023-01-16 21:07:47","2","3200","","BRANT","ST","","","","459A","U","529","2"
"E23010022246","2023-01-16 21:08:13","2","900","","CAMINO DE LA REINA","","","","","415","K","315","2"
"E23010022247","2023-01-16 21:08:20","2","0","","GRAND","AVE","","MISSION BAY","","HZRD","K","122","1"
"E23010022248","2023-01-16 21:09:00","2","1500","","FRONT","ST","","","","AU1171","K","528","1"
"E23010022249","2023-01-16 21:10:09","2","5100","","CAMPANILE","DR","","","","1087","O","326","2"
"E23010022251","2023-01-16 21:12:23","2","200","W","CEDAR","ST","","","","602","K","528","2"
"E23010022252","2023-01-16 21:13:41","2","3200","","LINCOLN","AVE","","","","415N","K","813","3"
"E23010022253","2023-01-16 21:14:07","2","2500","","GRAND","AVE","","","","HZRD","K","122","1"
"E23010022254","2023-01-16 21:15:53","2","2100","","JULIAN","AVE","","","","602","K","512","2"
"E23010022255","2023-01-16 21:15:55","2","4800","","RUFFNER","ST","","","","459A","CAN","313","2"
"E23010022256","2023-01-16 21:18:25","2","4200","","49TH","ST","","","","AU23152","W","826","2"
"E23010022257","2023-01-16 21:19:08","2","4300","","51ST","ST","","","","CW","K","826","1"
"E23010022258","2023-01-16 21:19:58","2","0","","SCRIPPS RANCH","BLV","","IRONWOOD","","AU23152","W","241","2"
"E23010022259","2023-01-16 21:20:16","2","1800","","GARNET","AVE","","","","415","K","122","2"
"E23010022260","2023-01-16 21:20:18","2","600","","07TH","AVE","","","","1021","K","521","3"
"E23010022261","2023-01-16 21:22:16","2","2300","","GROVE","AVE","","","","5150","O","722","2"
"E23010022263","2023-01-16 21:27:00","2","2800","","K","ST","","","","1153","K","515","2"
"E23010022264","2023-01-16 21:28:10","2","6000","","CAMINITO DEL OESTE","","","","","459HP","K","621","1"
"E23010022265","2023-01-16 21:28:31","2","4100","","36TH","ST","","","","415","K","838","2"
"E23010022266","2023-01-16 21:28:51","2","2600","","DWIGHT","ST","","","","1185","R","813","3"
"E23010022267","2023-01-16 21:29:26","2","0","","EUCLID","AVE","","HOME","","11-6","K","836","1"
"E23010022268","2023-01-16 21:29:54","2","1800","","04TH","AVE","","","","5150","K","529","2"
"E23010022269","2023-01-16 21:31:51","2","2300","","LORING","ST","","","","AU1","CAN","122","1"
"E23010022270","2023-01-16 21:31:58","2","5400","","RESERVOIR","DR","","","","417","R","327","1"
"E23010022271","2023-01-16 21:32:05","2","5500","","RUFFIN","RD","","","","MTG","K","313","4"
"E23010022272","2023-01-16 21:32:44","2","3200","","NORTH MISSION BAY","DR","","","","CW","K","123","1"
"E23010022273","2023-01-16 21:33:37","2","3300","","STURTEVANT","ST","","","","415","K","511","2"
"E23010022274","2023-01-16 21:35:57","2","3400","","FLORIDA","ST","","","","20002","R","813","1"
"E23010022275","2023-01-16 21:36:27","2","5500","","RUFFIN","RD","","","","MTG","K","313","4"
"E23010022276","2023-01-16 21:36:44","2","4900","","67TH","ST","","","","415V","K","821","1"
"E23010022277","2023-01-16 21:37:12","2","1600","","PACIFIC","HWY","","","","INFO","K","527","2"
"E23010022278","2023-01-16 21:38:07","2","4200","","GENESEE","AVE","","","","HZRD","K","112","1"
"E23010022279","2023-01-16 21:44:11","2","1000","","GARNET","AVE","","","","459A","U","122","3"
"E23010022280","2023-01-16 21:44:14","2","100","S","20TH","ST","","","","1186","K","512","3"
"E23010022281","2023-01-16 21:45:12","2","0","","05TH","AVE","","C","","1021","CAN","524","3"
"E23010022282","2023-01-16 21:45:46","2","3500","","DEL MAR HEIGHTS","RD","","","","487R","R","934","3"
"E23010022283","2023-01-16 21:48:47","2","11800","","BERNARDO PLAZA","CT","","","","415","CAN","234","2"
"E23010022284","2023-01-16 21:50:03","2","3500","","AREY","DR","","","","415","K","723","2"
"E23010022285","2023-01-16 21:51:35","2","7700","","OSTROW","ST","","","","SELENF","K","313","3"
"E23010022286","2023-01-16 21:52:12","2","3700","","GAINES","ST","","","","602","K","611","2"
