,incident_num,date_time,day_of_week,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address_dir_intersecting,address_road_intersecting,address_sfx_intersecting,call_type,disposition,beat,priority,address_number_primary_str,Address
29425,E23010031517,2023-01-23 08:34:57,2,3100,,SPORTS ARENA,BLV,,,,602,K,611,2,3100,"3100 SPORTS ARENA BLV San Diego, California"
29426,E23010031518,2023-01-23 08:35:01,2,3700,,BEYER,BLV,,,,1185,R,712,3,3700,"3700 BEYER BLV San Diego, California"
29427,E23010031519,2023-01-23 08:36:55,2,400,W,CALLE PRIMERA,,,,,586,O,712,2,400,"400 W CALLE PRIMERA San Diego, California"
29428,E23010031520,2023-01-23 08:38:02,2,3600,,COLLEGE,AVE,,,,415V,K,841,1,3600,"3600 COLLEGE AVE San Diego, California"
29429,E23010031521,2023-01-23 08:38:07,2,4900,,DEL SOL,BLV,,,,SCHOOL,O,725,4,4900,"4900 DEL SOL BLV San Diego, California"
29430,E23010031522,2023-01-23 08:38:43,2,2600,,K,ST,,,,459A,K,515,2,2600,"2600 K ST San Diego, California"
29431,E23010031523,2023-01-23 08:38:54,2,2000,,K,ST,,,,SELENF,K,514,3,2000,"2000 K ST San Diego, California"
29432,E23010031524,2023-01-23 08:39:01,2,0,,BEYER,BLV,,PRECISION PARK LN,,10851,A,712,1,,"BEYER BLV San Diego, California"
29433,E23010031525,2023-01-23 08:40:04,2,7000,,JACKSON,DR,,,,MPSSTP,O,324,2,7000,"7000 JACKSON DR San Diego, California"
29434,E23010031527,2023-01-23 08:41:08,2,4300,,03RD,AVE,,,,FU,O,627,2,4300,"4300 03RD AVE San Diego, California"
29435,E23010031528,2023-01-23 08:41:31,2,0,,UNIVERSITY,AVE,,SALVATION DRWY,,415,K,841,2,,"UNIVERSITY AVE San Diego, California"
29436,E23010031529,2023-01-23 08:41:58,2,3500,,SPORTS ARENA,BLV,,,,FU,K,611,2,3500,"3500 SPORTS ARENA BLV San Diego, California"
29437,E23010031530,2023-01-23 08:42:48,2,2000,,COMMERCIAL,ST,,,,SELENF,K,512,3,2000,"2000 COMMERCIAL ST San Diego, California"
29438,E23010031531,2023-01-23 08:42:50,2,0,SB,15,,,56,,1149,O,233,2,,"SB 15 San Diego, California"
29439,E23010031532,2023-01-23 08:43:32,2,700,,SAPPHIRE,ST,,,,586,O,122,2,700,"700 SAPPHIRE ST San Diego, California"
29440,E23010031533,2023-01-23 08:45:34,2,4300,,ALVARADO CANYON,RD,,,,SELENF,K,321,3,4300,"4300 ALVARADO CANYON RD San Diego, California"
29441,E23010031534,2023-01-23 08:46:46,2,0,,EL CAJON,BLV,,CHAMOUNE,,10851RR,A,831,3,,"EL CAJON BLV San Diego, California"
29442,E23010031535,2023-01-23 08:47:01,2,2000,,COOLIDGE,ST,,,,415V,K,621,1,2000,"2000 COOLIDGE ST San Diego, California"
29443,E23010031536,2023-01-23 08:47:54,2,8700,,COSTA VERDE,BLV,,,,CW,K,115,1,8700,"8700 COSTA VERDE BLV San Diego, California"
29444,E23010031537,2023-01-23 08:48:24,2,7400,,HAZARD CENTER,DR,,,,242R,K,315,3,7400,"7400 HAZARD CENTER DR San Diego, California"
29445,E23010031538,2023-01-23 08:51:27,2,0,,BERGER,AVE,,MESA COLLEGE,,1183,K,314,0,,"BERGER AVE San Diego, California"
29446,E23010031539,2023-01-23 08:51:28,2,13300,,SALMON RIVER,RD,,,,1186,K,233,3,13300,"13300 SALMON RIVER RD San Diego, California"
29447,E23010031540,2023-01-23 08:51:37,2,0,,FALCON,ST,,WASHINGTON,,20002,W,627,1,,"FALCON ST San Diego, California"
29448,E23010031541,2023-01-23 08:52:12,2,1800,,C,ST,,,,FU,O,517,2,1800,"1800 C ST San Diego, California"
29449,E23010031542,2023-01-23 08:53:35,2,8300,,AERO,DR,,,,REPORT,W,311,4,8300,"8300 AERO DR San Diego, California"
29450,E23010031543,2023-01-23 08:54:03,2,2000,,CORONADO (SB),AVE,,,,5150V,O,722,1,2000,"2000 CORONADO (SB) AVE San Diego, California"
29451,E23010031544,2023-01-23 08:55:49,2,1800,,C,ST,,,,FU,K,517,2,1800,"1800 C ST San Diego, California"
29452,E23010031545,2023-01-23 08:55:52,2,0,,68TH,ST,,EL CAJON,,AU23103,K,821,2,,"68TH ST San Diego, California"
29453,E23010031546,2023-01-23 08:55:58,2,7300,,WHEATLEY,ST,,,,SELENF,K,621,3,7300,"7300 WHEATLEY ST San Diego, California"
29454,E23010031547,2023-01-23 08:56:07,2,200,,HOTEL CIRCLE SOUTH,,,,,FU,O,623,2,200,"200 HOTEL CIRCLE SOUTH San Diego, California"
29455,E23010031548,2023-01-23 08:56:16,2,8400,,EASTGATE,CT,,,,242,R,931,1,8400,"8400 EASTGATE CT San Diego, California"
29456,E23010031549,2023-01-23 08:57:52,2,2100,,FROUDE,ST,,,,SELENF,K,614,3,2100,"2100 FROUDE ST San Diego, California"
29457,E23010031550,2023-01-23 08:59:00,2,6500,,PARKSIDE,AVE,,,,CW,K,437,1,6500,"6500 PARKSIDE AVE San Diego, California"
29458,E23010031551,2023-01-23 09:00:18,2,5100,,IMPERIAL,AVE,,,,CW,K,432,1,5100,"5100 IMPERIAL AVE San Diego, California"
29459,E23010031552,2023-01-23 09:00:51,2,6300,,CASTEJON,DR,,,,1146,R,124,0,6300,"6300 CASTEJON DR San Diego, California"
29460,E23010031553,2023-01-23 09:00:55,2,10800,,EBERLY,CT,,,,SELENF,K,242,3,10800,"10800 EBERLY CT San Diego, California"
29461,E23010031554,2023-01-23 09:01:23,2,1900,,MAIN,ST,,,,1186,K,511,3,1900,"1900 MAIN ST San Diego, California"
29462,E23010031555,2023-01-23 09:01:39,2,400,,26TH,ST,,,,FU,K,515,2,400,"400 26TH ST San Diego, California"
29463,E23010031556,2023-01-23 09:01:43,2,100,,14TH,ST,,,,1016,A,521,2,100,"100 14TH ST San Diego, California"
29464,E23010031557,2023-01-23 09:02:44,2,300,,CAMINO DE LA REINA,,,,,FU,O,623,2,300,"300 CAMINO DE LA REINA San Diego, California"
29465,E23010031558,2023-01-23 09:03:20,2,0,,PARK,BLV,,B,,415W,O,521,1,,"PARK BLV San Diego, California"
29466,E23010031559,2023-01-23 09:03:36,2,3400,,SPORTS ARENA,BLV,,,,415,K,611,2,3400,"3400 SPORTS ARENA BLV San Diego, California"
29467,E23010031560,2023-01-23 09:03:36,2,0,,NEWPORT,AVE,,ABBOTT,,417,A,614,0,,"NEWPORT AVE San Diego, California"
29468,E23010031561,2023-01-23 09:03:37,2,4700,,PACIFIC,HWY,,,,1151,K,625,2,4700,"4700 PACIFIC HWY San Diego, California"
29469,E23010031562,2023-01-23 09:04:12,2,1000,,UNIVERSITY,AVE,,,,23152,K,627,2,1000,"1000 UNIVERSITY AVE San Diego, California"
29470,E23010031563,2023-01-23 09:06:42,2,2300,,FAMOSA,BLV,,,,SELENF,O,613,3,2300,"2300 FAMOSA BLV San Diego, California"
29471,E23010031564,2023-01-23 09:07:27,2,3900,,CHAPMAN,ST,,,,586,K,613,4,3900,"3900 CHAPMAN ST San Diego, California"
29472,E23010031565,2023-01-23 09:07:40,2,13500,,ZINNIA HILLS,PL,,,,1021,W,935,3,13500,"13500 ZINNIA HILLS PL San Diego, California"
29473,E23010031566,2023-01-23 09:08:07,2,4400,,WIGHTMAN,ST,,,,415,K,833,2,4400,"4400 WIGHTMAN ST San Diego, California"
29474,E23010031568,2023-01-23 09:10:34,2,4000,,POPPY,PL,,,,SELENF,K,835,3,4000,"4000 POPPY PL San Diego, California"
29475,E23010031569,2023-01-23 09:12:47,2,3600,,04TH,AVE,,,,1153,K,627,2,3600,"3600 04TH AVE San Diego, California"
29476,E23010031570,2023-01-23 09:13:29,2,6500,,EL CAJON,BLV,,,,1149,K,821,2,6500,"6500 EL CAJON BLV San Diego, California"
29477,E23010031571,2023-01-23 09:14:14,2,9100,,DEWSBURY,AVE,,,,SELENF,O,242,3,9100,"9100 DEWSBURY AVE San Diego, California"
29478,E23010031572,2023-01-23 09:16:06,2,1000,,BERYL,ST,,,,586,K,122,4,1000,"1000 BERYL ST San Diego, California"
29479,E23010031573,2023-01-23 09:17:50,2,7600,,HAZARD CENTER,DR,,,,1151,K,315,2,7600,"7600 HAZARD CENTER DR San Diego, California"
29480,E23010031574,2023-01-23 09:18:36,2,4100,,VALETA,ST,,,,SELENF,O,613,3,4100,"4100 VALETA ST San Diego, California"
29481,E23010031575,2023-01-23 09:19:16,2,1900,,IRVING,AVE,,,,FU,O,512,2,1900,"1900 IRVING AVE San Diego, California"
29482,E23010031576,2023-01-23 09:19:51,2,4300,,BANNOCK,AVE,,,,MTG,K,114,4,4300,"4300 BANNOCK AVE San Diego, California"
29483,E23010031577,2023-01-23 09:20:06,2,5900,,CARDENO,DR,,,,SELENF,O,124,3,5900,"5900 CARDENO DR San Diego, California"
29484,E23010031578,2023-01-23 09:21:30,2,3300,,RILEY,ST,,,,1151,O,611,2,3300,"3300 RILEY ST San Diego, California"
29485,E23010031579,2023-01-23 09:21:55,2,2200,,IMPERIAL,AVE,,,,1185,K,514,3,2200,"2200 IMPERIAL AVE San Diego, California"
29486,E23010031580,2023-01-23 09:21:56,2,2800,,UNIVERSITY,AVE,,,,451,K,813,1,2800,"2800 UNIVERSITY AVE San Diego, California"
29487,E23010031581,2023-01-23 09:22:13,2,2700,,SUNSET CLIFFS,BLV,,,,1016,A,614,2,2700,"2700 SUNSET CLIFFS BLV San Diego, California"
29488,E23010031582,2023-01-23 09:23:21,2,4200,,BALBOA,AVE,,,,CCCC,DUP,116,4,4200,"4200 BALBOA AVE San Diego, California"
29489,E23010031583,2023-01-23 09:26:12,2,1100,,21ST,ST,,,,245R,K,517,3,1100,"1100 21ST ST San Diego, California"
29490,E23010031584,2023-01-23 09:27:19,2,3100,,CLAIREMONT,DR,,,,T,K,116,2,3100,"3100 CLAIREMONT DR San Diego, California"
29491,E23010031585,2023-01-23 09:27:20,2,4100,,EL CAJON,BLV,,,,T,K,825,2,4100,"4100 EL CAJON BLV San Diego, California"
29492,E23010031586,2023-01-23 09:27:52,2,4100,,SPORTS ARENA,BLV,,,,FU,O,611,2,4100,"4100 SPORTS ARENA BLV San Diego, California"
29493,E23010031587,2023-01-23 09:29:09,2,2600,,EAST BEYER,BLV,,,,1151,O,712,2,2600,"2600 EAST BEYER BLV San Diego, California"
29494,E23010031588,2023-01-23 09:29:10,2,3800,,MIDWAY,DR,,,,487R,O,611,9,3800,"3800 MIDWAY DR San Diego, California"
29495,E23010031589,2023-01-23 09:30:19,2,4300,,LANDIS,ST,,,,1182,R,833,2,4300,"4300 LANDIS ST San Diego, California"
29496,E23010031590,2023-01-23 09:31:52,2,2500,,IMPERIAL,AVE,,,,INFO,O,512,2,2500,"2500 IMPERIAL AVE San Diego, California"
29497,E23010031591,2023-01-23 09:32:42,2,0,,SPECTRUM CENTER,BLV,,SUNROAD CENTRUM LN,,586,K,313,4,,"SPECTRUM CENTER BLV San Diego, California"
29498,E23010031592,2023-01-23 09:32:45,2,100,,CENTER,ST,,,,FU,R,712,2,100,"100 CENTER ST San Diego, California"
29499,E23010031593,2023-01-23 09:33:24,2,6300,,GULLSTRAND,ST,,,,INFO,W,115,2,6300,"6300 GULLSTRAND ST San Diego, California"
29500,E23010031594,2023-01-23 09:34:42,2,800,,65TH,ST,,,,FOOT,K,433,3,800,"800 65TH ST San Diego, California"
29501,E23010031595,2023-01-23 09:36:31,2,3100,,LA JOLLA VILLAGE,DR,,,,1150,O,126,2,3100,"3100 LA JOLLA VILLAGE DR San Diego, California"
29502,E23010031596,2023-01-23 09:37:33,2,800,S,46TH,ST,,,,FU,O,441,2,800,"800 S 46TH ST San Diego, California"
29503,E23010031597,2023-01-23 09:37:42,2,4000,,COLTS,WAY,,,,SELENF,K,822,3,4000,"4000 COLTS WAY San Diego, California"
29504,E23010031598,2023-01-23 09:38:39,2,1900,,ABBOTT,ST,,,,1151,K,614,2,1900,"1900 ABBOTT ST San Diego, California"
29505,E23010031599,2023-01-23 09:38:46,2,4300,,MOUNT ABERNATHY,AVE,,,,586,O,111,4,4300,"4300 MOUNT ABERNATHY AVE San Diego, California"
29506,E23010031600,2023-01-23 09:38:55,2,5600,,BALBOA,AVE,,,,211,R,111,0,5600,"5600 BALBOA AVE San Diego, California"
29507,E23010031601,2023-01-23 09:41:02,2,0,,BROADWAY,,,,,1146,O,517,0,,"BROADWAY San Diego, California"
29508,E23010031602,2023-01-23 09:43:39,2,0,,71ST,ST,,EL CAJON,,1183,R,821,0,,"71ST ST San Diego, California"
29509,E23010031603,2023-01-23 09:44:30,2,5000,,COLLEGE,AVE,,,,911,CAN,326,1,5000,"5000 COLLEGE AVE San Diego, California"
29510,E23010031604,2023-01-23 09:47:22,2,1200,,IMPERIAL,AVE,,,,911P,CAN,541,2,1200,"1200 IMPERIAL AVE San Diego, California"
29511,E23010031606,2023-01-23 09:48:06,2,3500,,07TH,AVE,,,,FU,O,627,2,3500,"3500 07TH AVE San Diego, California"
29512,E23010031607,2023-01-23 09:51:15,2,400,,MORENA,BLV,,,,T,K,625,2,400,"400 MORENA BLV San Diego, California"
29513,E23010031608,2023-01-23 09:51:38,2,3000,,45TH,ST,,,,911,CAN,836,1,3000,"3000 45TH ST San Diego, California"
29514,E23010031609,2023-01-23 09:51:44,2,13500,,OLD EL CAMINO REAL,,,,,415,K,934,2,13500,"13500 OLD EL CAMINO REAL San Diego, California"
29515,E23010031610,2023-01-23 09:51:47,2,4000,,ORANGE,AVE,,,,SELENF,A,832,3,4000,"4000 ORANGE AVE San Diego, California"
29516,E23010031611,2023-01-23 09:52:25,2,3600,,47TH,ST,,,,530,W,833,4,3600,"3600 47TH ST San Diego, California"
29517,E23010031612,2023-01-23 09:52:25,2,2800,,GARNET,AVE,,,,1188,K,122,2,2800,"2800 GARNET AVE San Diego, California"
29518,E23010031613,2023-01-23 09:52:37,2,3300,,TAUSSIG,ST,,,,SCHOOL,K,312,4,3300,"3300 TAUSSIG ST San Diego, California"
29519,E23010031614,2023-01-23 09:52:47,2,800,,EL CARMEL,PL,,,,459R,R,121,3,800,"800 EL CARMEL PL San Diego, California"
29520,E23010031615,2023-01-23 09:53:01,2,0,,LAW,ST,,LAMONT,,HZRD,K,122,1,,"LAW ST San Diego, California"
29521,E23010031616,2023-01-23 09:53:18,2,5300,,APPLETON,ST,,,,1185,O,114,3,5300,"5300 APPLETON ST San Diego, California"
29522,E23010031617,2023-01-23 09:55:45,2,3900,,01ST,AVE,,,,SELENF,K,627,3,3900,"3900 01ST AVE San Diego, California"
29523,E23010031618,2023-01-23 09:56:36,2,7000,,CONDON,DR,,,,1186,K,115,3,7000,"7000 CONDON DR San Diego, California"
29524,E23010031620,2023-01-23 09:58:32,2,3800,,INGRAHAM,ST,,,,5150,K,122,2,3800,"3800 INGRAHAM ST San Diego, California"
29525,E23010031621,2023-01-23 09:59:01,2,6700,,WANDERMERE,DR,,,,242,W,325,1,6700,"6700 WANDERMERE DR San Diego, California"
29526,E23010031622,2023-01-23 10:01:24,2,7800,,ARDATH,LN,,,,MPSSTP,K,124,2,7800,"7800 ARDATH LN San Diego, California"
29527,E23010031623,2023-01-23 10:01:34,2,1500,,WILLOW,ST,,,,AU1171,W,615,1,1500,"1500 WILLOW ST San Diego, California"
29528,E23010031624,2023-01-23 10:01:52,2,2400,,LA JOLLA,PKY,,,,CITE,O,124,2,2400,"2400 LA JOLLA PKY San Diego, California"
29529,E23010031625,2023-01-23 10:02:30,2,1400,,BROADWAY,,,,,1186,K,521,3,1400,"1400 BROADWAY San Diego, California"
29530,E23010031626,2023-01-23 10:03:09,2,5300,,ORANGE,AVE,,,,488,R,826,2,5300,"5300 ORANGE AVE San Diego, California"
29531,E23010031627,2023-01-23 10:03:09,2,2900,,REDWOOD,ST,,,,1185,CAN,813,3,2900,"2900 REDWOOD ST San Diego, California"
29532,E23010031628,2023-01-23 10:03:12,2,2900,,REDWOOD,ST,,,,1185,O,813,3,2900,"2900 REDWOOD ST San Diego, California"
29533,E23010031629,2023-01-23 10:04:04,2,5300,,UNIVERSITY,AVE,,,,MTG,CAN,826,4,5300,"5300 UNIVERSITY AVE San Diego, California"
29534,E23010031630,2023-01-23 10:04:31,2,9600,,MIRA MESA,BLV,,,,SELENF,K,242,3,9600,"9600 MIRA MESA BLV San Diego, California"
29535,E23010031631,2023-01-23 10:04:32,2,2600,,PALM (SB),AVE,,,,1151,K,724,2,2600,"2600 PALM (SB) AVE San Diego, California"
29536,E23010031632,2023-01-23 10:05:02,2,1800,,LOGAN,AVE,,,,415V,K,511,1,1800,"1800 LOGAN AVE San Diego, California"
29537,E23010031633,2023-01-23 10:05:02,2,0,,COASTAL SAGE TRL,,,WILDSTAR TRL,,5150,K,935,2,,"COASTAL SAGE TRL San Diego, California"
29538,E23010031634,2023-01-23 10:06:26,2,6500,,EL CAJON,BLV,,,,SELENF,K,821,3,6500,"6500 EL CAJON BLV San Diego, California"
29539,E23010031635,2023-01-23 10:09:06,2,1300,,30TH (SB),ST,,,,415,K,723,2,1300,"1300 30TH (SB) ST San Diego, California"
29540,E23010031636,2023-01-23 10:09:40,2,0,,ALTRIDGE,ST,,GLENHAVEN,,INFO,W,311,2,,"ALTRIDGE ST San Diego, California"
29541,E23010031637,2023-01-23 10:09:40,2,0,,04TH,AVE,,ISLAND,,AU2,W,523,2,,"04TH AVE San Diego, California"
29542,E23010031638,2023-01-23 10:09:43,2,800,,HARRIS,AVE,,,,1149,K,724,2,800,"800 HARRIS AVE San Diego, California"
29543,E23010031639,2023-01-23 10:10:40,2,400,,EUCLID,AVE,,,,911P,CAN,446,2,400,"400 EUCLID AVE San Diego, California"
29544,E23010031640,2023-01-23 10:11:35,2,7400,,GOEN,PL,,,,211A,K,322,1,7400,"7400 GOEN PL San Diego, California"
29545,E23010031642,2023-01-23 10:15:18,2,5300,,UNIVERSITY,AVE,,,,FS,K,826,2,5300,"5300 UNIVERSITY AVE San Diego, California"
29546,E23010031643,2023-01-23 10:16:09,2,900,,07TH,AVE,,,,1182,A,524,2,900,"900 07TH AVE San Diego, California"
29547,E23010031644,2023-01-23 10:16:59,2,5500,,POTOMAC,ST,,,,415,CAN,438,2,5500,"5500 POTOMAC ST San Diego, California"
29548,E23010031645,2023-01-23 10:19:39,2,7700,,REGENTS,RD,,,,602,K,115,2,7700,"7700 REGENTS RD San Diego, California"
29549,E23010031646,2023-01-23 10:20:08,2,8800,,GLENHAVEN,ST,,,,DC,K,311,2,8800,"8800 GLENHAVEN ST San Diego, California"
29550,E23010031647,2023-01-23 10:20:22,2,1200,,IMPERIAL,AVE,,,,FOUND,R,541,4,1200,"1200 IMPERIAL AVE San Diego, California"
29551,E23010031649,2023-01-23 10:20:49,2,7800,,GRIBBLE,ST,,,,530,R,436,4,7800,"7800 GRIBBLE ST San Diego, California"
29552,E23010031650,2023-01-23 10:21:52,2,400,,EUCLID,AVE,,,,911P,CAN,446,2,400,"400 EUCLID AVE San Diego, California"
29553,E23010031651,2023-01-23 10:23:20,2,5600,,LA JOLLA,BLV,,,,459A,CAN,124,3,5600,"5600 LA JOLLA BLV San Diego, California"
29554,E23010031652,2023-01-23 10:23:43,2,3300,,TAUSSIG,ST,,,,5150,K,312,2,3300,"3300 TAUSSIG ST San Diego, California"
29555,E23010031653,2023-01-23 10:23:51,2,400,,EUCLID,AVE,,,,5150,CAN,446,2,400,"400 EUCLID AVE San Diego, California"
29556,E23010031654,2023-01-23 10:24:02,2,3800,,50TH,ST,,,,5150,K,827,2,3800,"3800 50TH ST San Diego, California"
29557,E23010031655,2023-01-23 10:24:08,2,800,,E,ST,,,,415,K,523,2,800,"800 E ST San Diego, California"
29558,E23010031656,2023-01-23 10:24:47,2,4200,,TEXAS,ST,,,,5150,K,624,2,4200,"4200 TEXAS ST San Diego, California"
29559,E23010031657,2023-01-23 10:25:12,2,4200,,JEWELL,ST,,,,INFO,CAN,122,2,4200,"4200 JEWELL ST San Diego, California"
29560,E23010031658,2023-01-23 10:25:12,2,0,,L,ST,,14TH,,5150,K,521,2,,"L ST San Diego, California"
29561,E23010031659,2023-01-23 10:25:18,2,9300,,MIRA MESA,BLV,,,,1016,A,242,2,9300,"9300 MIRA MESA BLV San Diego, California"
29562,E23010031660,2023-01-23 10:25:41,2,3900,,ILLINOIS,ST,,,,1146,R,813,0,3900,"3900 ILLINOIS ST San Diego, California"
29563,E23010031661,2023-01-23 10:27:12,2,0,,NORTH EVERGREEN,ST,,ROSECRANS,,HZRD,K,612,1,,"NORTH EVERGREEN ST San Diego, California"
29564,E23010031662,2023-01-23 10:27:52,2,4800,,LA CUENTA,DR,,,,911,CAN,312,1,4800,"4800 LA CUENTA DR San Diego, California"
29565,E23010031663,2023-01-23 10:28:25,2,0,,06TH,AVE,,BROADWAY,,AU23103,DUP,523,2,,"06TH AVE San Diego, California"
29566,E23010031664,2023-01-23 10:28:35,2,10100,,OBRIEN,PL,,,,459A,K,312,2,10100,"10100 OBRIEN PL San Diego, California"
29567,E23010031665,2023-01-23 10:29:06,2,0,,27TH (SB),ST,,CORONADO (SB),,1166,O,724,2,,"27TH (SB) ST San Diego, California"
29568,E23010031666,2023-01-23 10:29:28,2,12300,,CARMEL MOUNTAIN,RD,,,,1186,K,232,3,12300,"12300 CARMEL MOUNTAIN RD San Diego, California"
29569,E23010031667,2023-01-23 10:29:46,2,900,,19TH,ST,,,,COVER,A,517,0,900,"900 19TH ST San Diego, California"
29570,E23010031668,2023-01-23 10:31:48,2,4700,,DEL MONTE,AVE,,,,1186,O,614,3,4700,"4700 DEL MONTE AVE San Diego, California"
29571,E23010031669,2023-01-23 10:33:01,2,1200,,UPAS,ST,,,,459R,R,531,3,1200,"1200 UPAS ST San Diego, California"
29572,E23010031670,2023-01-23 10:33:26,2,11500,,VILLAGE RIDGE,RD,,,,LOST,W,246,4,11500,"11500 VILLAGE RIDGE RD San Diego, California"
29573,E23010031671,2023-01-23 10:33:42,2,4700,,CARMEL VALLEY,RD,,,,10851E,O,934,3,4700,"4700 CARMEL VALLEY RD San Diego, California"
29574,E23010031672,2023-01-23 10:33:51,2,1100,,27TH (SB),ST,,,,FD,K,723,2,1100,"1100 27TH (SB) ST San Diego, California"
29575,E23010031673,2023-01-23 10:35:12,2,2900,,KALMIA,ST,,,,10851R,R,813,2,2900,"2900 KALMIA ST San Diego, California"
29576,E23010031674,2023-01-23 10:35:47,2,4100,,SPORTS ARENA,BLV,,,,FU,O,611,2,4100,"4100 SPORTS ARENA BLV San Diego, California"
29577,E23010031675,2023-01-23 10:36:04,2,5900,,RANCHO MISSION,RD,,,,SELENF,K,321,3,5900,"5900 RANCHO MISSION RD San Diego, California"
29578,E23010031676,2023-01-23 10:36:51,2,9200,,BALBOA,AVE,,,,INFO,W,313,2,9200,"9200 BALBOA AVE San Diego, California"
29579,E23010031677,2023-01-23 10:37:23,2,0,,BEARDSLEY,ST,,LOGAN,,415V,O,511,1,,"BEARDSLEY ST San Diego, California"
29580,E23010031678,2023-01-23 10:37:32,2,5300,,SAXON,ST,,,,CW,K,326,1,5300,"5300 SAXON ST San Diego, California"
29581,E23010031679,2023-01-23 10:37:37,2,2000,,COMMERCIAL,ST,,,,SELENF,K,512,3,2000,"2000 COMMERCIAL ST San Diego, California"
29582,E23010031680,2023-01-23 10:38:54,2,0,,JEWELL,ST,,FORTUNA,,ANIMAL,O,122,1,,"JEWELL ST San Diego, California"
29583,E23010031681,2023-01-23 10:39:19,2,3600,,BIBLER,DR,,,,1185,R,712,3,3600,"3600 BIBLER DR San Diego, California"
29584,E23010031682,2023-01-23 10:39:37,2,0,,EL CARMEL PL,,,BAYSIDE LN,,1087,O,121,2,,"EL CARMEL PL San Diego, California"
29585,E23010031683,2023-01-23 10:40:08,2,8200,,GILMAN,DR,,,,415,K,124,2,8200,"8200 GILMAN DR San Diego, California"
29586,E23010031684,2023-01-23 10:40:27,2,4100,,UNIVERSITY,AVE,,,,415,K,834,2,4100,"4100 UNIVERSITY AVE San Diego, California"
29587,E23010031685,2023-01-23 10:41:03,2,200,,LOS SONETO,DR,,,,530,R,436,4,200,"200 LOS SONETO DR San Diego, California"
29588,E23010031686,2023-01-23 10:42:18,2,5600,,LA JOLLA,BLV,,,,459A,U,124,3,5600,"5600 LA JOLLA BLV San Diego, California"
29589,E23010031687,2023-01-23 10:42:36,2,1400,,WASHINGTON,PL,,,,SCHOOL,K,626,4,1400,"1400 WASHINGTON PL San Diego, California"
29590,E23010031688,2023-01-23 10:43:20,2,1100,,27TH (SB),ST,,,,FD,K,723,2,1100,"1100 27TH (SB) ST San Diego, California"
29591,E23010031689,2023-01-23 10:44:10,2,7500,,HAZARD CENTER,DR,,,,SELENF,K,315,3,7500,"7500 HAZARD CENTER DR San Diego, California"
29592,E23010031690,2023-01-23 10:44:20,2,3200,,SPORTS ARENA,BLV,,,,5150V,K,611,1,3200,"3200 SPORTS ARENA BLV San Diego, California"
29593,E23010031691,2023-01-23 10:44:40,2,1000,W,SAN YSIDRO,BLV,,,,10851RR,R,712,3,1000,"1000 W SAN YSIDRO BLV San Diego, California"
29594,E23010031692,2023-01-23 10:45:15,2,1500,,QUIVIRA,WAY,,,,594R,R,123,2,1500,"1500 QUIVIRA WAY San Diego, California"
29595,E23010031693,2023-01-23 10:46:22,2,1400,,IMPERIAL,AVE,,,,INFO,W,521,2,1400,"1400 IMPERIAL AVE San Diego, California"
29596,E23010031694,2023-01-23 10:46:23,2,4200,,MEADE,AVE,,,,T,K,825,2,4200,"4200 MEADE AVE San Diego, California"
29597,E23010031695,2023-01-23 10:47:21,2,3200,,SPORTS ARENA,BLV,,,,AU2,W,611,2,3200,"3200 SPORTS ARENA BLV San Diego, California"
29598,E23010031696,2023-01-23 10:48:32,2,5900,,RANCHO MISSION,RD,,,,SELENF,K,321,3,5900,"5900 RANCHO MISSION RD San Diego, California"
29599,E23010031697,2023-01-23 10:49:25,2,1100,,UNION,ST,,,,COURT,K,524,4,1100,"1100 UNION ST San Diego, California"
29600,E23010031698,2023-01-23 10:49:42,2,5100,,LEHRER,DR,,,,1185,O,114,3,5100,"5100 LEHRER DR San Diego, California"
29601,E23010031700,2023-01-23 10:50:11,2,8600,,AVENIDA COSTA NORTE,,,,,FD,K,713,2,8600,"8600 AVENIDA COSTA NORTE San Diego, California"
29602,E23010031701,2023-01-23 10:50:17,2,1400,,BROADWAY,,,,,LOST,W,521,4,1400,"1400 BROADWAY San Diego, California"
29603,E23010031702,2023-01-23 10:50:25,2,700,,BONAIR,WAY,,,,415,K,124,2,700,"700 BONAIR WAY San Diego, California"
29604,E23010031703,2023-01-23 10:52:14,2,11100,,WESTONHILL,DR,,,,459A,K,242,2,11100,"11100 WESTONHILL DR San Diego, California"
29605,E23010031704,2023-01-23 10:54:56,2,5000,,LONG BRANCH,AVE,,,,586,K,614,4,5000,"5000 LONG BRANCH AVE San Diego, California"
29606,E23010031705,2023-01-23 10:56:10,2,9500,,VISTA TERCERA,,,,,CW,K,233,2,9500,"9500 VISTA TERCERA San Diego, California"
29607,E23010031706,2023-01-23 10:56:54,2,300,,AVERIL,RD,,,,FU,K,712,2,300,"300 AVERIL RD San Diego, California"
29608,E23010031708,2023-01-23 10:57:14,2,2200,,ABBOTT,ST,,,,586,K,614,4,2200,"2200 ABBOTT ST San Diego, California"
29609,E23010031709,2023-01-23 10:57:27,2,10200,,CLAMAGORO,CIR,,,,CW,K,312,1,10200,"10200 CLAMAGORO CIR San Diego, California"
29610,E23010031710,2023-01-23 10:57:29,2,3900,,ADAMS,AVE,,,,SELENF,O,811,3,3900,"3900 ADAMS AVE San Diego, California"
